intra,HB,cg,1050,1219,1314,1409,1550,1609
14.3,16.9,388.1,3.579067734306685,3.9396054414598005,3.815090536990599,5.7248151677311405,5.4126520200956065,4.585455355936368
16.8,129.4,693.1,2.731906320541448,3.140503072732738,3.127469670436046,7.504986267161911,6.198383026445683,4.999076928636985
2.0,190.9,615.7,5.347221026035061,4.359470287803941,3.9916198389811406,8.5297884262616,5.423734649423764,4.20648293052415
5.3,110.9,982.9,3.8984209649553065,3.984832694922483,3.6366291879467916,8.09509733722232,5.807387444215529,4.465995564100204
9.3,60.4,714.7,3.7259437605341237,4.207963196280524,3.714148656835377,7.3565787691410485,5.569438849511236,4.461776962998776
5.1,183.1,212.8,5.162611031693235,4.418300121937509,4.054006281264698,10.298319426444134,5.7895299540106,4.332400775647923
5.8,123.3,352.1,2.7787057665104378,3.1848683901181776,3.127517713776699,8.069512404627371,6.42651175321339,5.042577342201771
13.5,67.1,438.0,3.4343831018805417,3.672365618898443,3.4457964282989444,9.188636210330895,6.365987386141601,4.806052641549904
17.8,85.7,435.1,2.6425273060368077,3.173957862010516,3.1049864085255194,7.636023587416066,6.512452606685152,5.1835995680771845
14.1,181.1,969.3,4.798006411372622,3.921479327742233,3.962001698502096,7.0018447263751185,5.633843915591797,4.328531191714486
4.8,32.8,461.1,2.384537188641776,3.062966702042983,3.0601888839310423,8.128914048326823,6.367435129268053,5.047677999688776
18.2,36.2,644.4,3.6278252904839157,3.864292714620806,3.8376327835316566,7.1137318828081675,5.583315732759491,4.4268449165173855
17.5,160.4,420.4,3.898415532577264,3.896437656203654,3.69476798235147,7.849578275791206,6.289970113872528,4.712016992759786
3.5,182.8,599.2,3.966957891290221,3.8374910777628717,3.572854097020633,8.411934017695913,6.104476007980697,4.795754754690243
10.1,110.4,751.7,4.828697176645214,4.130872352617427,3.9101724235087723,8.142232805644586,5.081796723256453,4.299667050842128
19.0,145.6,984.9,4.875211009012421,4.329655190180915,3.9108320924055757,8.127060401770311,5.417620976651506,4.149986014926164
15.1,176.4,172.2,5.034958692157364,4.320916526174123,4.140268478766959,9.963199660559784,5.864293440401532,4.424664841387145
6.8,163.8,303.0,2.983777617801536,3.2583347075172,3.224362350352349,8.603470929336009,5.984569631579429,5.067478333572588
15.0,149.6,133.2,5.019398885515869,4.175913785641836,4.02166412466449,8.621039566159894,5.463418859240321,4.372926075693101
17.8,100.1,556.1,2.634816980700169,3.1445041638108453,3.0783387278223113,7.76808314330459,6.458252495103682,5.074373042923725
13.6,111.7,563.9,3.3137794320853455,3.432156133825618,3.386915971948948,7.073203896126945,6.029567607157372,4.939405037854808
16.6,4.5,474.6,2.8038010570104213,3.2966347371352818,3.3747849193822006,7.694597877238358,6.03104522660303,4.8619930043082995
8.7,89.6,173.9,3.063488542010038,3.4222260945643583,3.3745071515328995,7.877785313514231,6.3371728220774095,4.980014441687818
5.6,81.8,48.8,3.2449288646313175,3.687839433906092,3.5128512474593077,8.430279980963324,6.538149776220088,4.7749877683710515
8.9,197.5,302.6,2.7506574130562758,3.0523519595043656,3.0666193336018885,7.74978756484504,6.058998700053547,5.308723320596027
8.5,65.7,793.5,3.277763494328987,3.5188275955289736,3.482509976759596,8.387442658374297,5.934975281567198,4.854517222127203
9.3,84.6,477.2,3.9218882678464198,4.049776302894983,3.83386332649318,6.603624462760337,5.941067490568091,4.587764435370733
5.5,190.4,78.5,4.123516614023359,4.141879264813776,3.738378447051172,10.450844692964015,6.126351620985467,4.587882151356066
15.8,116.0,463.3,2.7226302590497458,3.186699336459606,3.1144891474357763,8.000753460655794,6.288047081573495,5.118026706880087
12.5,123.3,466.2,3.6213752915540596,3.743615525701859,3.6087346189452134,8.055814687333147,6.004999130106484,4.972627029427848
15.2,11.6,341.9,3.733295642397005,3.852099310890125,3.8325617917463983,8.326083254064077,5.3800405463734045,4.5194802633978135
17.3,66.1,4.6,3.8547182938296984,4.084323107815219,3.9533388381059247,9.12494219955698,5.792631418796908,4.663689164518285
18.8,184.2,414.6,2.9940495738580193,3.2346746639924238,3.191298692453877,8.15356755524206,6.264198808889834,4.816546465340458
14.9,171.2,910.6,2.5130494141501547,2.834357159565032,2.8786310053367608,6.932878438678678,6.020579064615166,4.949618240558653
14.7,125.4,527.1,3.0748753831736444,3.3508302593357655,3.243122926921645,7.18376723821881,6.053843758785092,4.9763857995174945
18.2,77.4,981.8,4.224346016329257,4.006656302151862,3.795402731982975,7.468622193723498,5.054747907239729,4.472281529603762
13.5,150.2,23.4,3.948975132685675,3.9378237163683565,3.7893758270509537,9.220013297212812,6.0533510048824475,4.76317999529153
16.6,114.6,161.2,3.53933441291195,3.587042758929279,3.575613675656683,8.77245130504172,6.334427908089037,4.792899486326782
7.6,35.8,24.3,3.048885437882225,3.664622621648302,3.4920777327904347,9.767678848904271,6.202710314097374,4.786917529715868
8.2,27.8,612.8,3.6426524236814792,3.8322949985558594,3.814875718674214,9.315476821812744,5.671298944659217,4.430881890936902
17.3,20.8,34.5,3.7041831365811895,4.0980401220159095,3.8397512828950937,9.508149386468357,5.743313112409755,4.679595793304824
6.0,96.7,575.9,4.791586546231294,4.330841622532965,3.8084662352403633,8.997232755831774,4.954634313430908,4.203006006791124
11.1,193.3,322.7,5.194196654599612,4.321483707330913,3.945498575388381,9.893561583100077,5.49102119419738,4.371396141626157
10.6,57.2,796.2,3.0284562644579847,3.343980288939745,3.267898668868126,7.684826433463467,5.852447069101743,4.6808174754304055
9.6,186.6,62.9,3.7869578293421906,3.7513892087950627,3.6662170986744833,8.89879068063323,6.673915805170971,4.724179052617057
9.2,126.4,69.9,4.7290615556613105,4.173569189883008,3.938467566604814,8.014506099768806,5.905717610131987,4.473580315050032
4.0,38.5,367.9,4.414537142344425,4.276928327412016,4.004931778604785,7.7777783319979825,5.267803451044205,4.168940495748043
5.2,126.2,227.2,4.535288843362444,4.235744411585422,3.979556548053665,8.312940597626387,5.275095477824216,4.611132986727949
2.5,85.2,251.0,3.5280709012149956,3.898974100378428,3.6676157331657357,8.347412951252881,6.410420392736789,4.8032122576168845
8.3,6.0,823.9,3.4772195672770803,3.873360118410483,3.6102660682067214,6.98759201501381,5.8538764730001915,4.606588229992866
16.4,149.6,753.1,4.113814396477968,4.01345813429878,3.6822633479270888,7.326012194794483,5.904849834043517,4.625786626722551
15.2,36.9,928.7,3.785352781640677,4.056618164773759,3.697391159926644,6.986628251991647,5.411327539922983,4.296520596694517
16.7,128.7,963.0,2.938606112200109,3.2049221440451543,3.162394282948357,7.325488242263816,6.302924929920394,4.874924611238757
18.9,17.7,992.5,1.9768695063385096,2.6651826829108725,2.7863853666398146,7.248896393180988,5.9756190252982755,4.9752419946509185
11.6,128.2,227.9,3.483878335118243,3.624237911626164,3.507491134072337,8.05923812770844,6.375671034914767,4.860495291347032
11.4,87.9,615.5,3.6545589986995726,3.9144105364210535,3.6280288893174006,9.937413030785965,6.102990217039565,4.649936140384831
3.5,107.5,998.5,3.438040311052438,3.4540057117671843,3.3772010316363836,7.742146870377599,6.054528364837484,4.84856832898457
2.6,91.7,590.5,3.2181821892168756,3.4992178704071666,3.37694410967484,7.780597301408317,5.719931517678059,5.00435871312888
13.0,11.2,823.4,4.2311302261302615,4.094140859825316,3.68838306660178,8.802721733435796,4.773885080322035,4.08327415798389
4.2,172.7,465.7,4.541695084922736,4.518887911570051,3.94352617364364,8.54708638461836,5.5980539352249785,4.504052914907231
19.5,90.6,22.9,3.676311625108184,3.8887295490954816,3.6964502314824372,9.171859145294142,5.856020457313264,4.690488150482825
17.2,73.5,312.6,4.261616145052912,4.172108551038349,3.8025729123485466,9.124166466386328,5.736970865492161,4.410279700555389
6.5,51.2,254.3,3.3484107812727917,3.844166443341148,3.712617688554305,7.505774344417201,6.101317168800385,4.814412816690009
19.4,38.1,368.9,3.5637979865706253,3.946846251122743,3.652086607443163,7.4415090341147945,5.528100529825732,4.67046374213092
8.1,182.8,21.5,4.557764747366644,4.469786150743129,4.3381132488720375,8.98025132762147,5.9264521490493465,4.658332464456748
4.3,51.4,590.5,3.7888560082646237,4.007423729612352,3.71261253806421,7.187823965604629,5.624660473970188,4.577744561177333
10.9,168.4,648.9,2.574814974831643,2.9319704812459086,2.952971212130489,7.367441457892809,5.975445422274014,5.067416946891651
4.7,13.5,212.2,2.65426085742593,3.270012745628838,3.2726957921529305,7.142810614841377,6.1239987086453915,4.983628996080533
8.1,31.6,70.8,3.9924064666524615,4.265148732417838,3.9865323666133037,9.529922342240301,5.997887556660238,4.308732836139388
7.1,198.6,815.9,4.965228642357001,4.427864439660574,3.96257253872478,8.517956015917033,5.710379028013882,4.2855867308107385
3.4,177.9,439.8,4.276419420684608,4.1622706958526905,3.875769472810875,8.413882667011347,5.675467414946603,4.5094222601466285
13.9,90.3,57.7,2.424787672617585,2.9300688833738917,3.037862874516863,7.863762302175811,6.676669698304696,5.112745037111562
2.5,146.8,279.3,3.8088108433014103,3.918344514701845,3.665831824901467,9.398199858048923,5.609767409213628,4.79589090103687
12.3,65.7,848.7,3.7932891667952493,3.9110483400246423,3.658864397870124,7.931373355038119,5.7919333544893625,4.472275964742192
4.8,177.3,171.6,3.000040977897191,3.2571549384522562,3.273250702357041,8.095244870084318,6.127745079908596,5.030406140076469
